,datadate,transaction_no,client_name,country,state,industry,credit_rating,product_category,start_date,end_date,currency,on_bs_amount_aud,off_bs_amount_aud,undrawn_amount_aud,watchlist_stage,department,anzsic_2006_division,anzsic_2006_subdivision,anzsic_2006_group,cpt_industry_classification,ho_industry_classification,product_type,loan_purpose,rating_category,credit_group,security_category,ppp_category,cre_category
471,2020-09-30,79-995-3546,"Klocko, Barton and Towne",NZ,WA,Biotechnology: Biological Products (No Diagnostic Substances),20,Loan,2020-05-19,2025-04-20,BRL,12542983,14538140,21557111,,SFD,F,F03,F03d,F,D01,Loan05,Internal Refinance,BB above,K,Guarantee,ppp3,office
472,2020-09-30,48-256-1583,Auer Inc,GB,VIC,Other Consumer Services,15,Loan,2023-07-25,2025-03-10,BRL,3402339,36246668,37836808,Stage 1,SFD,F,F03,F03e,F,F01,Loan03,External Refinance,AA above,A,Credit,ppp1,residential
473,2020-09-30,59-441-2851,"Carroll, Reichert and Zulauf",HK,TAS,,12,Corporate Bond,2022-04-13,2025-06-15,MXN,12061514,12590554,37393336,Stage 1,PER,D,D05,D05f,D,B01,Corporate Bond02,General Purpose,No Rating,C,Guarantee,ppp3,residential
474,2020-09-30,47-795-9178,Tillman and Sons,NZ,QLD,,20,Trade Finance,2023-10-07,2025-02-24,CAD,48708706,43792154,41259818,Stage 2,PER,C,C06,C06a,C,C01,Trade Finance01,External Refinance,AA above,T,Pledge,ppp3,logistics
475,2020-09-30,27-758-0392,McGlynn-Feil,US,ACT,,07,Trade Finance,2021-08-22,2025-06-11,CNY,47160404,2843958,21828892,Stage 1,TFD,A,A05,A05b,A,F01,Trade Finance02,External Refinance,BB above,M,Guarantee,,
476,2020-09-30,26-907-3579,"Rath, Haley and Sanford",HK,WA,Computer Software: Prepackaged Software,08,Corporate Bond,2021-11-06,2024-12-16,JPY,14578769,48843022,36155100,Stage 2,CBD,C,C01,C01d,C,A01,Corporate Bond03,External Refinance,No Rating,R,Guarantee,ppp4,
477,2020-09-30,74-412-0564,Hayes Group,HK,TAS,Major Pharmaceuticals,11,Corporate Bond,2020-04-30,2025-08-01,IDR,41003214,19292211,36547355,Stage 1,PER,C,C03,C03d,C,B01,Corporate Bond01,General Purpose,No Rating,H,Mortgage,,residential
478,2020-09-30,60-423-9969,Durgan-Grady,CN,TAS,Major Pharmaceuticals,03,Trade Finance,2023-05-26,2025-04-19,CNY,2161248,34038549,32333654,Stage 1,TFD,F,F03,F03c,F,F01,Trade Finance05,Internal Refinance,No Rating,D,Guarantee,ppp1,hotel
479,2020-09-30,62-113-5575,Haag LLC,GB,VIC,Specialty Foods,04,Loan,2021-07-28,2024-12-13,BOB,7881551,25007258,29210954,,SFD,F,F03,F03e,F,F01,Loan06,Internal Refinance,AA above,H,Guarantee,ppp3,residential
480,2020-09-30,04-509-5176,"Torp, Hoeger and Mann",AU,VIC,Major Banks,13,Corporate Bond,2023-10-31,2025-03-15,CNY,3279285,31161616,40096823,Stage 2,CBD,E,E06,E06b,E,E01,Corporate Bond01,External Refinance,BB above,T,Guarantee,ppp2,logistics
481,2020-09-30,24-250-6880,"Friesen, Greenfelder and Morissette",NZ,VIC,,06,Corporate Bond,2022-03-07,2025-11-14,CNY,41439884,9877939,10358467,,CBD,D,D04,D04f,D,E01,Corporate Bond06,Internal Refinance,No Rating,F,Guarantee,ppp3,residential
482,2020-09-30,95-855-9994,Rice-Wyman,GB,WA,Restaurants,10,Loan,2022-10-12,2025-02-05,UAH,20964626,5111016,10032390,Stage 2,CBD,C,C06,C06f,C,E01,Loan01,General Purpose,AA above,R,Guarantee,ppp1,office
483,2020-09-30,94-305-0910,Bins-Pagac,CN,QLD,Power Generation,14,Loan,2023-06-28,2025-02-24,CNY,18223009,23145720,6473132,Stage 1,CBD,B,B05,B05d,B,D01,Loan03,General Purpose,No Rating,B,Guarantee,ppp4,residential
484,2020-09-30,36-200-8159,Walter Inc,AU,TAS,EDP Services,19,Corporate Bond,2023-02-04,2024-12-15,CZK,8399302,27636628,13962759,,MEL,E,E04,E04a,E,D01,Corporate Bond05,External Refinance,BB above,W,Credit,ppp4,office
485,2020-09-30,47-269-0764,Murray LLC,US,TAS,EDP Services,17,Loan,2022-08-24,2025-06-14,EUR,10762102,39205699,14558551,,BNE,A,A01,A01d,A,E01,Loan06,External Refinance,AA above,M,Mortgage,ppp1,logistics
486,2020-09-30,48-721-6944,Quigley-Erdman,US,QLD,Industrial Machinery/Components,19,Loan,2020-03-17,2025-05-11,NGN,9469309,15469844,10487708,Stage 1,PER,C,C06,C06c,C,D01,Loan04,External Refinance,BB above,Q,Credit,ppp4,logistics
487,2020-09-30,58-262-5018,"Parker, Barrows and Yundt",AU,TAS,Farming/Seeds/Milling,19,Loan,2019-12-07,2025-02-07,PHP,24842621,29102100,11661073,,TFD,C,C04,C04e,C,E01,Loan01,General Purpose,No Rating,P,Pledge,ppp4,hotel
488,2020-09-30,14-316-1425,Kemmer-Murray,HK,VIC,Major Pharmaceuticals,05,Corporate Bond,2021-09-12,2025-06-30,CNY,47835115,6515032,10247109,,PER,A,A06,A06e,A,C01,Corporate Bond05,Internal Refinance,No Rating,K,Pledge,ppp2,logistics
489,2020-09-30,15-643-6036,Kautzer-Price,HK,QLD,Railroads,06,Corporate Bond,2021-02-23,2025-09-05,BRL,25296965,48645732,24609872,Stage 1,MEL,B,B01,B01f,B,D01,Corporate Bond06,Internal Refinance,AA above,K,Guarantee,ppp1,
490,2020-09-30,10-454-2548,Raynor Inc,US,TAS,Major Chemicals,13,Trade Finance,2021-11-07,2025-05-13,COP,45308389,16260651,28410125,,CBD,F,F05,F05b,F,E01,Trade Finance06,General Purpose,No Rating,R,Guarantee,,office
491,2020-09-30,84-777-0654,Denesik and Sons,US,TAS,Specialty Insurers,20,Trade Finance,2020-12-12,2025-04-08,CNY,38565137,42526290,25794405,,PER,F,F04,F04d,F,B01,Trade Finance02,Internal Refinance,No Rating,D,Credit,ppp2,hotel
492,2020-09-30,20-831-3346,Marks Inc,AU,TAS,,03,Corporate Bond,2022-08-10,2025-07-21,RUB,44750197,33387465,16549359,Stage 2,MEL,D,D02,D02a,D,B01,Corporate Bond03,External Refinance,AA above,M,Guarantee,ppp3,residential
493,2020-09-30,33-698-6039,Gleason-Prosacco,HK,WA,Specialty Chemicals,01,Trade Finance,2020-02-29,2025-05-08,CNY,46899063,17092750,49289159,Stage 2,BNE,B,B02,B02f,B,A01,Trade Finance03,General Purpose,No Rating,G,Pledge,ppp3,residential
494,2020-09-30,77-977-3974,Lang Group,HK,NSW,Computer Software: Prepackaged Software,09,Loan,2020-01-21,2025-10-21,BRL,4076860,49464731,24632347,,SFD,B,B01,B01a,B,A01,Loan02,External Refinance,BB above,L,Credit,ppp2,residential
495,2020-09-30,14-373-7410,Monahan-Tillman,CN,NSW,Medical/Dental Instruments,15,Loan,2023-03-04,2024-12-04,CNY,41244217,43272753,28519840,,PER,E,E02,E02c,E,E01,Loan04,General Purpose,AA above,M,Mortgage,ppp4,office
496,2020-09-30,80-105-8911,Kessler-Turner,AU,VIC,Telecommunications Equipment,18,Corporate Bond,2022-09-08,2025-07-02,CNY,20466430,25902744,37838042,,CBD,A,A04,A04d,A,C01,Corporate Bond05,External Refinance,No Rating,K,Credit,ppp1,logistics
497,2020-09-30,22-089-3227,Smitham-Langosh,HK,WA,,21,Trade Finance,2020-02-28,2025-01-29,SEK,29408442,10815725,173890,Stage 2,BNE,C,C03,C03a,C,D01,Trade Finance05,General Purpose,BB above,S,Pledge,ppp2,residential
498,2020-09-30,79-739-7453,Schoen-Nader,GB,WA,,05,Trade Finance,2023-05-16,2025-05-01,QAR,32930701,27680477,45685349,Stage 1,SFD,C,C02,C02c,C,C01,Trade Finance01,Internal Refinance,No Rating,S,Credit,,office
499,2020-09-30,41-363-5839,Howell Group,CN,TAS,Property-Casualty Insurers,13,Corporate Bond,2022-01-27,2025-11-14,PHP,853976,39576731,25761354,Stage 1,MEL,A,A01,A01b,A,D01,Corporate Bond02,External Refinance,BB above,H,Pledge,,office
500,2020-10-30,42-994-6454,"Lind, Medhurst and Heathcote",GB,NSW,Other Consumer Services,14,Loan,2022-01-24,2025-06-05,RUB,5588882,17281321,40973110,,TFD,E,E05,E05d,E,F01,Loan02,General Purpose,No Rating,L,Mortgage,ppp3,
501,2020-10-30,50-105-2999,Monahan-Heathcote,US,TAS,Major Pharmaceuticals,18,Corporate Bond,2022-12-02,2025-07-24,JPY,13216036,37739234,18391035,Stage 2,TFD,F,F02,F02c,F,B01,Corporate Bond01,General Purpose,AA above,M,Credit,,residential
502,2020-10-30,53-029-3117,Hudson-Denesik,AU,TAS,Real Estate Investment Trusts,19,Trade Finance,2021-09-10,2025-10-14,IDR,37545672,23434418,10163452,Stage 1,TFD,A,A05,A05f,A,A01,Trade Finance03,Internal Refinance,BB above,H,Mortgage,ppp4,residential
503,2020-10-30,48-488-8339,Feeney Inc,NZ,QLD,,12,Loan,2022-07-31,2025-05-21,CZK,18846028,15456354,25516837,Stage 2,BNE,C,C05,C05e,C,F01,Loan04,Internal Refinance,BB above,F,Pledge,ppp1,
504,2020-10-30,46-969-3971,"Wisoky, Rohan and Durgan",AU,WA,Major Pharmaceuticals,20,Loan,2023-10-08,2025-10-05,RUB,34970768,21472215,10533502,Stage 2,TFD,A,A02,A02c,A,E01,Loan02,External Refinance,No Rating,W,Pledge,ppp4,
505,2020-10-30,15-553-8196,McKenzie LLC,AU,WA,Major Pharmaceuticals,20,Loan,2023-02-12,2024-12-07,PLN,38063724,26023046,22259355,Stage 1,TFD,A,A05,A05b,A,C01,Loan01,External Refinance,BB above,M,Pledge,,residential
506,2020-10-30,98-475-3602,Kautzer LLC,NZ,VIC,,15,Loan,2023-04-22,2025-01-14,CNY,13538090,4475816,40305249,Stage 1,PER,F,F06,F06e,F,E01,Loan05,General Purpose,No Rating,K,Guarantee,ppp2,
507,2020-10-30,36-357-9359,Hyatt-Strosin,HK,NSW,Investment Managers,21,Trade Finance,2023-05-18,2025-03-17,HNL,34090557,6434875,8608991,,BNE,E,E01,E01c,E,A01,Trade Finance01,Internal Refinance,No Rating,H,Guarantee,ppp2,office
508,2020-10-30,47-501-2084,Berge-Jones,GB,NSW,Real Estate,16,Corporate Bond,2022-01-13,2025-07-02,PLN,18456392,39226889,43035504,Stage 2,BNE,A,A01,A01a,A,D01,Corporate Bond02,External Refinance,BB above,B,Pledge,ppp1,
509,2020-10-30,56-409-8580,"Tillman, VonRueden and Williamson",GB,QLD,Savings Institutions,17,Loan,2021-05-07,2025-06-13,XCD,17072597,7129921,41107145,Stage 2,TFD,B,B03,B03b,B,D01,Loan02,Internal Refinance,BB above,T,Mortgage,ppp2,office
510,2020-10-30,08-575-9244,Konopelski Inc,GB,TAS,Life Insurance,09,Loan,2022-05-08,2025-08-02,JPY,25757320,38197833,36805686,Stage 1,PER,D,D02,D02b,D,E01,Loan03,Internal Refinance,No Rating,K,Guarantee,ppp2,hotel
511,2020-10-30,78-591-6621,Grady and Sons,CN,TAS,Broadcasting,10,Loan,2023-09-05,2025-03-12,RUB,42972048,3469269,34373967,,SFD,C,C03,C03d,C,C01,Loan05,Internal Refinance,AA above,G,Guarantee,ppp1,residential
512,2020-10-30,04-911-0490,Leuschke and Sons,AU,ACT,Oil & Gas Production,04,Corporate Bond,2022-03-08,2025-07-26,BRL,20206766,30021336,1629437,Stage 2,BNE,B,B06,B06d,B,C01,Corporate Bond03,External Refinance,BB above,L,Guarantee,ppp2,office
513,2020-10-30,60-418-1906,"Effertz, Hoeger and Roberts",HK,WA,Rental/Leasing Companies,21,Corporate Bond,2021-12-03,2025-10-14,MNT,26082572,29463943,2984452,,CBD,E,E05,E05e,E,B01,Corporate Bond04,General Purpose,BB above,E,Guarantee,ppp2,
514,2020-10-30,51-094-9890,Pagac Group,US,QLD,,16,Corporate Bond,2020-05-22,2025-04-28,IDR,34017677,46649862,1479445,Stage 1,BNE,A,A05,A05b,A,B01,Corporate Bond05,Internal Refinance,No Rating,P,Pledge,ppp4,residential
515,2020-10-30,35-399-1900,"Satterfield, Lind and Ward",AU,NSW,Precious Metals,05,Trade Finance,2023-02-25,2025-11-21,SYP,3036413,31132324,34441855,,MEL,B,B01,B01f,B,B01,Trade Finance06,External Refinance,BB above,S,Guarantee,,
516,2020-10-30,02-975-6933,Nolan Group,AU,TAS,,13,Corporate Bond,2022-10-13,2025-03-21,PEN,12818645,1588468,395995,,MEL,B,B01,B01c,B,E01,Corporate Bond03,General Purpose,No Rating,N,Mortgage,ppp2,residential
517,2020-10-30,32-829-4256,Connelly and Sons,GB,ACT,,16,Loan,2021-11-30,2025-04-27,MDL,3843225,5486649,25051243,Stage 1,MEL,E,E03,E03f,E,D01,Loan04,General Purpose,No Rating,C,Pledge,,office
518,2020-10-30,32-927-0053,Flatley-Moore,CN,NSW,,06,Loan,2023-06-15,2025-10-20,RUB,47695947,21591478,45061224,Stage 2,MEL,E,E06,E06e,E,C01,Loan01,Internal Refinance,BB above,F,Credit,ppp1,logistics
519,2020-10-30,48-365-0707,Koelpin-Beatty,AU,ACT,Major Pharmaceuticals,09,Corporate Bond,2021-06-17,2025-08-06,TJS,48420626,26456165,17878206,Stage 2,PER,D,D04,D04e,D,C01,Corporate Bond03,General Purpose,No Rating,K,Credit,,logistics
520,2020-10-30,29-492-8721,"Mante, White and Gerlach",NZ,NSW,,15,Corporate Bond,2022-07-05,2025-06-18,MUR,46192221,45861980,29108448,,TFD,C,C02,C02a,C,E01,Corporate Bond01,Internal Refinance,AA above,M,Credit,ppp3,logistics
521,2020-10-30,99-224-5049,Lehner Group,NZ,QLD,Real Estate,11,Corporate Bond,2023-08-24,2025-02-05,CNY,6128830,43329652,45180691,Stage 2,BNE,F,F06,F06a,F,B01,Corporate Bond06,Internal Refinance,AA above,L,Pledge,,hotel
522,2020-10-30,06-227-0137,Kemmer Inc,HK,ACT,Major Banks,17,Corporate Bond,2020-03-10,2024-12-27,CNY,30552525,7729459,43494227,Stage 2,BNE,E,E03,E03f,E,E01,Corporate Bond01,Internal Refinance,AA above,K,Credit,ppp1,office
523,2020-10-30,10-538-2886,Kris Inc,US,ACT,Mining & Quarrying of Nonmetallic Minerals (No Fuels),09,Trade Finance,2022-10-29,2025-03-13,CNY,11398453,32945203,45737162,,SFD,E,E05,E05b,E,E01,Trade Finance05,Internal Refinance,No Rating,K,Mortgage,ppp1,
524,2020-10-30,45-287-8593,Kshlerin-Sporer,AU,NSW,Diversified Financial Services,17,Trade Finance,2020-08-25,2025-07-03,BRL,33280467,24499942,16364159,Stage 2,SFD,A,A01,A01d,A,C01,Trade Finance01,General Purpose,No Rating,K,Guarantee,ppp3,hotel
525,2020-10-30,10-834-0736,"Beatty, Harber and DuBuque",NZ,WA,,16,Trade Finance,2022-09-05,2025-01-09,CNY,5784032,240221,6210203,Stage 2,TFD,D,D01,D01f,D,E01,Trade Finance03,Internal Refinance,No Rating,B,Pledge,ppp2,
526,2020-10-30,73-890-3849,Williamson-Zboncak,HK,QLD,Computer Software: Prepackaged Software,13,Loan,2019-12-08,2025-11-04,CNY,34501894,12120283,317544,Stage 1,BNE,C,C06,C06d,C,B01,Loan04,General Purpose,No Rating,W,Pledge,,office
527,2020-10-30,89-121-4869,Blanda Inc,CN,VIC,Industrial Machinery/Components,15,Loan,2019-12-15,2025-10-24,CNY,34393823,22595204,31791917,Stage 2,TFD,F,F01,F01f,F,F01,Loan03,Internal Refinance,No Rating,B,Mortgage,ppp1,office
528,2020-10-30,37-353-5220,Bruen LLC,GB,NSW,Farming/Seeds/Milling,12,Corporate Bond,2022-08-27,2025-06-14,CNY,6113424,37013742,24435677,Stage 2,MEL,D,D02,D02b,D,E01,Corporate Bond05,External Refinance,BB above,B,Mortgage,ppp4,hotel
529,2020-10-30,80-995-3788,Tillman Inc,NZ,ACT,Electrical Products,01,Trade Finance,2022-02-09,2025-07-25,IDR,43689397,46526540,7019786,Stage 2,TFD,E,E02,E02b,E,C01,Trade Finance05,External Refinance,No Rating,T,Mortgage,ppp2,logistics
530,2020-10-30,29-770-8707,Osinski Group,US,QLD,Major Pharmaceuticals,05,Loan,2023-01-15,2024-12-30,ILS,22876229,11834014,31936348,Stage 1,BNE,C,C03,C03b,C,C01,Loan02,General Purpose,No Rating,O,Credit,ppp2,
531,2020-10-30,59-373-1965,Ziemann-Nikolaus,GB,VIC,Major Banks,10,Corporate Bond,2020-09-06,2025-04-02,PEN,1886742,31001763,36615833,Stage 1,CBD,F,F04,F04c,F,A01,Corporate Bond05,Internal Refinance,AA above,Z,Pledge,ppp4,office
532,2020-10-30,75-563-6085,White Group,US,NSW,,06,Corporate Bond,2021-10-09,2025-07-10,CLP,24406612,3886882,8066551,,CBD,D,D04,D04d,D,A01,Corporate Bond01,General Purpose,AA above,W,Credit,ppp1,residential
533,2020-10-30,39-692-5453,"McGlynn, Emmerich and Davis",CN,ACT,Biotechnology: Biological Products (No Diagnostic Substances),16,Corporate Bond,2022-07-20,2025-01-27,IDR,39207775,17858630,18245293,,BNE,A,A04,A04c,A,F01,Corporate Bond05,General Purpose,BB above,M,Pledge,ppp1,office
534,2020-10-30,49-917-1298,Rippin LLC,GB,NSW,Military/Government/Technical,08,Trade Finance,2021-12-19,2025-10-02,CNY,6690452,40828658,34948227,,MEL,B,B04,B04b,B,B01,Trade Finance02,External Refinance,AA above,R,Guarantee,,hotel
535,2020-10-30,67-677-0642,Bosco-Bins,US,ACT,Clothing/Shoe/Accessory Stores,20,Corporate Bond,2020-01-05,2025-03-24,PLN,36314510,2960436,26500878,,TFD,B,B06,B06a,B,C01,Corporate Bond05,General Purpose,AA above,B,Pledge,ppp4,residential
536,2020-10-30,46-594-7494,O'Hara Inc,HK,VIC,,09,Loan,2022-08-15,2025-10-13,PEN,32203353,11066431,30872403,,CBD,C,C06,C06c,C,D01,Loan06,General Purpose,BB above,O,Mortgage,,residential
537,2020-10-30,17-747-2396,Schneider-Kertzmann,NZ,QLD,Computer Software: Prepackaged Software,02,Corporate Bond,2023-11-30,2025-02-17,CNY,7349468,14302177,34630574,Stage 2,PER,A,A01,A01f,A,E01,Corporate Bond06,Internal Refinance,BB above,S,Credit,ppp1,residential
538,2020-10-30,38-392-0883,Muller-Lockman,NZ,QLD,Natural Gas Distribution,16,Loan,2023-04-04,2025-05-04,IDR,27578729,9581783,31692985,,BNE,E,E02,E02d,E,A01,Loan06,General Purpose,No Rating,M,Credit,ppp2,residential
539,2020-10-30,39-857-3179,Nikolaus Group,GB,NSW,Major Pharmaceuticals,17,Loan,2022-02-10,2025-09-17,EUR,40582842,47665058,24098868,,BNE,A,A01,A01f,A,B01,Loan03,General Purpose,AA above,N,Guarantee,ppp2,logistics
540,2020-10-30,60-602-9235,Leuschke-Bednar,HK,TAS,Property-Casualty Insurers,21,Trade Finance,2022-11-27,2025-09-18,RUB,5049443,2729953,39018316,Stage 2,MEL,B,B05,B05a,B,A01,Trade Finance06,External Refinance,No Rating,L,Pledge,ppp1,hotel
541,2020-10-30,36-137-9358,"Block, Bartoletti and Shields",CN,ACT,Commercial Banks,06,Trade Finance,2023-08-07,2025-10-02,ALL,7739818,19151082,46923506,Stage 1,SFD,E,E03,E03c,E,D01,Trade Finance05,General Purpose,AA above,B,Pledge,ppp1,
542,2020-10-30,35-191-6984,Trantow-Renner,US,TAS,,09,Corporate Bond,2023-04-10,2025-05-10,PLN,46124706,29562375,5512218,,BNE,D,D04,D04b,D,A01,Corporate Bond05,Internal Refinance,AA above,T,Pledge,ppp2,logistics
543,2020-10-30,15-955-1387,"Quitzon, Lindgren and Hintz",HK,NSW,Property-Casualty Insurers,09,Loan,2021-07-06,2025-07-31,JPY,48172683,33725050,15469595,,BNE,F,F02,F02f,F,A01,Loan06,General Purpose,No Rating,Q,Guarantee,ppp2,logistics
544,2020-10-30,47-646-9999,Terry Inc,US,QLD,Power Generation,20,Loan,2021-08-07,2025-03-18,XOF,22398552,46456249,44725909,Stage 2,MEL,A,A05,A05c,A,F01,Loan01,General Purpose,No Rating,T,Credit,ppp1,logistics
545,2020-10-30,69-959-5365,Mraz-Gleason,AU,TAS,Real Estate,13,Trade Finance,2020-09-25,2025-02-09,RUB,2862767,46732774,35016837,Stage 1,CBD,F,F04,F04b,F,E01,Trade Finance02,General Purpose,No Rating,M,Credit,ppp2,residential
546,2020-10-30,85-663-5299,Stokes Group,AU,QLD,Medical Specialities,02,Trade Finance,2022-02-05,2025-07-09,IDR,5541248,33054767,20873893,Stage 2,TFD,F,F05,F05d,F,D01,Trade Finance01,External Refinance,AA above,S,Guarantee,ppp4,
547,2020-10-30,31-386-9128,"Stokes, Nader and Will",CN,QLD,Natural Gas Distribution,17,Loan,2020-02-02,2025-11-09,EUR,15189177,5158089,22662506,Stage 1,MEL,F,F06,F06d,F,E01,Loan03,General Purpose,No Rating,S,Mortgage,ppp1,
548,2020-10-30,81-768-2282,Franecki Inc,AU,VIC,Electric Utilities: Central,18,Trade Finance,2022-10-28,2025-06-28,CNY,41390697,34392624,14963113,Stage 2,SFD,B,B05,B05b,B,A01,Trade Finance02,General Purpose,No Rating,F,Guarantee,ppp4,residential
549,2020-10-30,25-943-5129,MacGyver Inc,NZ,VIC,,03,Loan,2021-01-15,2025-01-12,PEN,42364271,43052461,5847748,Stage 2,SFD,E,E06,E06d,E,D01,Loan03,External Refinance,BB above,M,Pledge,ppp3,residential
550,2020-11-30,96-643-6152,"Becker, Kuhlman and Bode",US,VIC,Medical Specialities,03,Loan,2023-04-05,2025-01-28,CNY,23648542,12365057,44662542,,TFD,A,A06,A06f,A,A01,Loan01,General Purpose,AA above,B,Pledge,ppp2,
551,2020-11-30,81-701-3249,Kunze-Lebsack,HK,WA,Water Supply,17,Loan,2023-02-14,2025-08-23,IDR,14065212,16987365,19250868,,PER,E,E06,E06d,E,E01,Loan06,External Refinance,AA above,K,Pledge,ppp3,office
552,2020-11-30,20-743-0151,Abshire Group,NZ,VIC,Electronic Components,14,Corporate Bond,2023-11-08,2025-05-10,XAF,19053925,23344968,11195761,,TFD,C,C02,C02d,C,B01,Corporate Bond04,General Purpose,AA above,A,Guarantee,ppp2,logistics
553,2020-11-30,22-543-6881,Mann Inc,AU,QLD,Telecommunications Equipment,21,Corporate Bond,2023-08-06,2025-04-06,NOK,35732154,39335938,33836856,Stage 2,TFD,F,F01,F01b,F,C01,Corporate Bond05,External Refinance,No Rating,M,Credit,ppp2,hotel
554,2020-11-30,15-276-9731,Buckridge-Dietrich,AU,ACT,Real Estate Investment Trusts,12,Trade Finance,2020-09-10,2025-08-18,EUR,45879398,38931060,48481789,Stage 1,BNE,A,A06,A06c,A,A01,Trade Finance01,Internal Refinance,AA above,B,Pledge,ppp2,hotel
555,2020-11-30,06-374-2735,"Corkery, Kuhn and Bode",HK,WA,,08,Trade Finance,2020-10-29,2025-10-02,UAH,5379763,34390661,16836685,,SFD,F,F04,F04d,F,C01,Trade Finance06,General Purpose,No Rating,C,Pledge,ppp3,
556,2020-11-30,82-930-7127,"Huel, Welch and Wolf",GB,TAS,Specialty Chemicals,12,Loan,2022-04-09,2025-06-08,PLN,15111645,36754757,20789542,Stage 1,TFD,B,B04,B04e,B,E01,Loan06,General Purpose,No Rating,H,Guarantee,ppp3,residential
557,2020-11-30,36-826-9638,"Kassulke, Sporer and Kuvalis",CN,WA,Telecommunications Equipment,14,Trade Finance,2023-02-17,2025-01-13,CNY,8237289,31808706,21010304,Stage 1,TFD,B,B06,B06c,B,B01,Trade Finance03,Internal Refinance,BB above,K,Credit,ppp4,residential
558,2020-11-30,68-061-9513,Bauch-Kozey,HK,ACT,Natural Gas Distribution,11,Loan,2020-09-25,2025-03-23,IDR,5839321,13179783,47219093,Stage 1,MEL,E,E03,E03f,E,B01,Loan04,General Purpose,BB above,B,Credit,ppp4,office
559,2020-11-30,55-241-9897,Hagenes-Weissnat,GB,ACT,Marine Transportation,04,Loan,2021-01-19,2025-11-29,UAH,37853570,23449935,32192958,Stage 2,SFD,D,D05,D05c,D,E01,Loan03,External Refinance,BB above,H,Mortgage,,
560,2020-11-30,12-298-5107,Reichel Group,CN,VIC,Electric Utilities: Central,12,Loan,2022-04-18,2025-08-15,CNY,47527552,20252368,10844958,,MEL,E,E03,E03a,E,B01,Loan02,External Refinance,BB above,R,Guarantee,ppp2,office
561,2020-11-30,85-187-5375,Graham and Sons,HK,QLD,Military/Government/Technical,05,Loan,2022-03-11,2025-09-19,EUR,34494855,4776091,25568948,Stage 2,MEL,B,B05,B05f,B,F01,Loan02,External Refinance,AA above,G,Credit,ppp2,logistics
562,2020-11-30,79-475-2985,Douglas LLC,HK,TAS,Industrial Machinery/Components,11,Trade Finance,2023-11-22,2024-12-04,VEF,43422838,14396322,8332165,Stage 2,TFD,D,D01,D01c,D,E01,Trade Finance05,General Purpose,No Rating,D,Pledge,ppp2,office
563,2020-11-30,62-587-9512,Purdy LLC,AU,WA,Major Banks,10,Trade Finance,2020-04-21,2025-04-06,DOP,44451857,8161470,30504895,Stage 2,TFD,A,A06,A06f,A,C01,Trade Finance04,External Refinance,AA above,P,Mortgage,ppp1,residential
564,2020-11-30,06-203-0073,Leuschke LLC,NZ,NSW,,09,Corporate Bond,2023-05-09,2025-02-02,CNY,43323055,34058758,40955980,Stage 1,SFD,E,E01,E01c,E,A01,Corporate Bond06,Internal Refinance,No Rating,L,Guarantee,ppp2,residential
565,2020-11-30,64-219-2568,"Klein, Heidenreich and Jenkins",US,VIC,Real Estate Investment Trusts,10,Loan,2020-09-21,2025-11-01,YER,49532767,44162926,15014075,Stage 1,MEL,B,B05,B05c,B,C01,Loan05,General Purpose,BB above,K,Guarantee,ppp2,hotel
566,2020-11-30,40-901-6720,Walter and Sons,CN,WA,Electronic Components,16,Trade Finance,2022-05-17,2025-01-09,BYR,15575864,573237,15709436,Stage 2,PER,A,A06,A06d,A,D01,Trade Finance01,External Refinance,AA above,W,Guarantee,ppp2,hotel
567,2020-11-30,49-625-3519,Hyatt-Reilly,CN,WA,Life Insurance,02,Loan,2020-07-21,2025-05-04,CNY,36326282,39815025,30502536,,BNE,C,C01,C01c,C,E01,Loan05,External Refinance,BB above,H,Guarantee,,residential
568,2020-11-30,35-510-3016,Sauer and Sons,AU,VIC,,14,Loan,2023-10-20,2025-07-07,CNY,21300183,37145123,23125301,Stage 2,MEL,D,D02,D02f,D,B01,Loan03,Internal Refinance,No Rating,S,Mortgage,ppp1,
569,2020-11-30,52-756-5365,Ryan-Hintz,US,QLD,Medical/Dental Instruments,06,Corporate Bond,2023-09-05,2025-03-24,USD,29742800,32219737,47555854,Stage 1,PER,F,F03,F03d,F,D01,Corporate Bond05,Internal Refinance,No Rating,R,Pledge,ppp1,hotel
570,2020-11-30,81-041-7483,Keeling LLC,CN,TAS,Business Services,10,Corporate Bond,2020-04-17,2025-07-09,PHP,14701776,44189556,2906796,Stage 1,SFD,E,E05,E05a,E,B01,Corporate Bond06,General Purpose,AA above,K,Mortgage,ppp3,
571,2020-11-30,50-564-9384,"Stroman, Fahey and Koss",US,VIC,,06,Corporate Bond,2020-08-12,2025-06-16,EUR,34298847,46187928,36198321,Stage 2,PER,F,F03,F03b,F,F01,Corporate Bond03,External Refinance,No Rating,S,Guarantee,ppp3,office
572,2020-11-30,07-463-2837,"Emmerich, Ruecker and Bahringer",CN,WA,Commercial Banks,18,Loan,2020-01-23,2025-07-13,PLN,730420,45635837,11631730,Stage 1,BNE,A,A03,A03b,A,F01,Loan06,Internal Refinance,No Rating,E,Credit,ppp1,logistics
573,2020-11-30,81-282-1462,Green-King,AU,ACT,Business Services,08,Trade Finance,2021-08-08,2025-04-29,EUR,23698846,43141366,48812235,Stage 1,TFD,F,F02,F02c,F,D01,Trade Finance04,General Purpose,No Rating,G,Mortgage,ppp2,
